-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,417,417,-1,-1,-1,-1,417,417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
309,309,798,798,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,798,798,798,798,798,798,798,798,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
